name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,jump blues chicago blues blues smooth jazz piano blues stride jazz blues boogie-woogie country blues r&b,70.49,-23.54,0.0,0.0,8,1,171.3
Party Time,45 Grave,deathrock horror punk death metal hard trance tech house glam rock gothic rock psychobilly rock rockabilly,114.14,-12.78,0.0,0.0,4,1,163.3
B-Boy Stance,K-OS,trip hop hip hop rap indie canadian underground rap alternative rap reggae dub funk,97.98,-6.49,0.0,0.0,7,1,238.2
Christmas Time,The Continentals,samba bossa nova easy listening blues-rock german pop latin jazz ballad rockabilly gypsy jazz jazz,90.25,-7.93,0.0,0.0,2,1,164.1
Lifeboat Serenade,Jimmy Herring,jazz fusion jazz progressive rock contemporary jazz rock fusion guitar jazz rock guitarist experimental,124.07,-10.0,0.0,0.0,4,0,359.9
Through The Eyes Of Faith,The Booth Brothers,country gospel spiritual christian beautiful southern gospel north carolina california a cappella gospel uplifting,130.98,-4.07,0.0,0.0,0,1,244.9
Patricia,Mighty Mighty Bosstones,ska punk skacore ska massachusetts grunge celtic pop punk rock reggae hardcore punk,197.21,-9.52,0.0,0.0,1,1,168.9
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,,80.0,-19.94,0.0,0.0,2,1,238.5
We're Almost There,Michael Jackson,motown dance pop funk vocal pop rock urban soul ballad disco,187.43,-9.63,0.0,0.0,11,1,222.4
Blame Canada ( From: South Park ),Marc Shaiman,soundtrack classical easy listening disco pop rock baroque contemporary modern classical renaissance soul,136.97,-16.08,0.0,0.0,0,1,106.8
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,hip hop indie rock indie alternative rap reggae emo rock punk pop beats,80.47,-13.12,0.0,0.0,7,0,134.9
Cúnla/The Friar's Breeches,The Chieftains;Colin James,irish folk celtic celtic fusion folk rock bluegrass celtic rock celtic folk british folk singer-songwriter german,114.59,-12.81,0.0,0.0,7,1,218.3
Unfinished Self-Portrait,Eberhard Weber,free jazz chamber jazz jazz jazz fusion contemporary jazz downtempo fusion germany world fusion contemporary classical music,99.56,-27.02,0.0,0.0,1,1,279.1
So Many Roads,The Mustangs,country rock garage rock soft rock oldies easy listening funk country finish blues rock,117.04,-9.3,0.0,0.0,7,1,174.6
Loves Parting,Vivian Khor,meditation easy listening new age ambient classical soundtrack relaxation instrumental piano relax,92.02,-21.53,0.0,0.0,8,0,253.1
Song Sung Blue,Neil Diamond,soft rock pop rock rock pop adult contemporary ballad soundtrack heavy metal reggae country,127.28,-12.41,0.0,0.0,0,1,172.4
A Different Kind of Love,Paul Simon,singer-songwriter rock adult contemporary soundtrack solo political folk jazz pop guitar,133.88,-7.44,0.0,0.0,9,1,137.4
Rock On The Radio,Firehouse,glam metal hard rock heavy metal country rock classic rock ballad glam rock grunge soft rock jazz,169.87,-10.18,0.0,0.0,1,0,285.4
Another Djemba Djemba,Youves,dance-punk jazz los angeles british experimental european zxzw dance black punk,134.1,-6.88,0.0,0.0,1,1,100.2
Paseo Colòn,Mau Mau,progressive house tribal house new wave tech house progressive trance german pop neue deutsche welle world music deep house electronic,182.2,-7.61,0.0,0.0,10,0,285.2
Shotgun Sally,Cats In Boots,glam metal glam rock hard rock heavy metal rock 80s hair metal united states sleaze rock 80s hair metal,167.14,-5.6,0.0,0.0,8,1,208.8
The Minuet Of The Robots,Perrey And Kingsley,easy listening dubstep jazz funk big beat space age pop disco electro electronic trip hop jazz,125.77,-11.38,0.0,0.0,7,1,137.2
Je T'Appartiens,Maurice Larcange,chanson musette pop folk world country jazz instrumental french accordion,84.13,-12.35,0.0,0.0,4,1,276.5
Night Won't Last Forever_ The (Kingdom Come Album Version),Charlie Peacock,ccm christian rock soft rock bluegrass singer-songwriter rock jazz pop electronica christian,153.97,-9.64,0.0,0.0,0,0,355.3
Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,comedy rock stand-up comedy funny united states humorous spoken word comedian comedy central new jersey,134.11,-5.47,0.0,0.0,1,1,179.5
Megalodon,Mastodon,alternative metal power metal post-hardcore progressive metal heavy metal metal progressive hardcore thrash metal extreme metal,146.0,-7.63,0.0,0.0,2,1,262.9
All The Difference In The World,Brent Lamb,country gospel ccm country aor adult contemporary new traditionalist country country pop west coast male vocalist r&b,110.0,-10.75,0.0,0.0,7,1,250.4
Mama Talk To Your Daughter (take 2),Lonnie Brooks,blues-rock chicago blues r&b electric blues los angeles blues rock guitar americana modern electric blues,138.39,-9.39,0.0,0.0,0,1,156.2
See You Comin',Vodka Collins,glam rock blues-rock pop rock power pop rock 70s japan japanese glam 70s rock,143.09,-5.65,0.0,0.0,5,1,220.5
Koronoko,Rokia Traoré,afrobeat world beat future jazz jazz world music country rock deep house ballad chanson neofolk,109.8,-9.78,0.0,0.0,7,1,273.1
Memmer?... U Memmer!,George Lopez,california stand-up comedy comedy funny spoken word nepal latin club chicano united states,126.79,-16.17,0.0,0.0,3,1,211.5
My Chickasay Girl,Roy Rogers,western swing country gospel blues-rock disco classic country deep house california trance blues oldies,101.19,-15.91,0.0,0.0,9,0,146.1
Grow Proper,I Wayne,roots reggae dancehall reggae lovers rock afrobeat calypso dub hip hop chill-out jamaica,67.61,-5.59,0.0,0.0,6,1,244.3
Flamme & co,Les Ogres De Barback,chanson gypsy jazz chill-out musette ska melodic death metal folk rock easy listening world music dub,131.51,-10.9,0.0,0.0,2,0,404.5
Be My Lover,Brenda Boykin,nu jazz jazz funk acid jazz jazz fusion jazz female vocalist united states female blues vocal,86.68,-10.23,0.0,0.0,1,1,263.7
We've Only Just Begun (LP Version),Young-Holt Unlimited,soul jazz jazz funk instrumental rock chicago soul jazz afrobeat funk disco easy listening samba,156.3,-10.1,0.0,0.0,2,1,266.1
Soorma,Jazzy B,bhangra desi world music hip hop world indian punjabi india desi artist electronic,156.07,-7.17,0.0,0.0,4,1,411.7
Welcome To Hell,Coffinberry,heartland rock rock indie rock punk pop lo-fi roots rock string ohio rockabilly cleveland,152.63,-10.43,0.0,0.0,4,0,146.8
Boyfriend,Janitor Joe,math rock noise rock alternative rock post-hardcore grunge indie rock rock noise punk hardcore,160.98,-12.11,0.0,0.0,7,1,169.2
Can't Stop Lovin' You (Remastered Album Version),Van Halen,heavy metal hard rock rock album rock soundtrack blues singer heavy metal guitar,117.95,-3.8,0.0,0.0,9,1,248.2
Paloma Negra,Rocio Jurado,bulerias flamenco latin pop oldies female vocalist spanish folk 80s 90s 70s,168.27,-8.24,0.0,0.0,3,1,245.7
Cumpagno 'e cella,Alex,new beat chill-out suomi rock hip hop tech house trance techno rap new wave electronic,98.97,-11.81,0.0,0.0,2,0,298.5
Drive,The Cars,new wave rock pop alternative album rock hard rock soundtrack classic punk sexy,111.32,-5.81,0.0,0.0,6,1,234.5
Over The Hill,R.L. Burnside,delta blues blues-rock electric blues blues juke joint blues chicago blues texas blues breakbeat rock downtempo,95.56,-9.58,0.0,0.0,11,1,257.4
Rock Co.Kane Flow,De La Soul / MF Doom,hip hop rap alternative rap new york golden age gangster rap jazz rap funk jazz smooth,86.81,-3.68,0.0,0.0,10,0,185.2
Naked Enough,Tim Wilson,filk comedy spoken word country funny stand-up comedy humorous country pop american georgia,137.83,-6.93,0.0,0.0,7,1,165.0
Kill the Poor,Dead Kennedys,rock hardcore punk alternative punk rock punk american underground american punk new wave political hardcore classic,108.98,-10.13,0.0,0.0,2,1,184.9
Jamming,Twinkle Twinkle Little Rock Star,,85.51,-19.49,0.0,0.0,11,0,235.4
317 East 32nd,Lennie Tristano,free jazz cool jazz jazz bebop ragtime piano blues free improvisation requiem blues post-bop,89.87,-18.2,0.0,0.0,7,1,557.7
Memories,Thriller U,lovers rock dancehall roots reggae reggae dub italian disco hip hop techno downtempo jamaica,89.67,-12.42,0.0,0.0,7,1,226.3
Future,Cut Copy,alternative dance pop melbourne disco synthpop electro rock electronic synth indie,119.56,-8.78,0.0,0.0,11,0,312.1
The Beginning,Salt The Wound,death core screamo deathgrind tech metal metalcore grindcore melodic metalcore hard rock technical death metal death metal,120.5,-8.96,0.0,0.0,11,1,96.7
Friend Or Foe,Adam Ant,pop rock new wave dance rock rock new romantic europop beat british pop louisiana blues gothic rock,183.91,-6.27,0.0,0.0,9,1,203.9
Pee Wee's Boogie,Pee Wee Crayton,texas blues electric blues r&b blues cool jazz country blues soul jazz jazz blues delta blues chicago blues,97.49,-12.94,0.0,0.0,0,1,164.6
The Devil,The Rapture,alternative dance dance-punk indie rock disco indietronica art punk club techno electro funk,119.81,-6.42,0.0,0.0,1,1,277.0
t.k.k.,Fläskkvartetten / Thåström,art rock downtempo trip rock rock indie rock pop rock alternative rock experimental acoustic electronic,130.25,-17.38,0.0,0.0,5,1,185.8
Mary In Labor,Paul Cantelon,folk rock soundtrack folk rock classical punk world country contemporary russia,41.13,-22.79,0.0,0.0,4,1,210.5
For The First Time,June Hutton,space age pop easy listening cool jazz chanson jazz female vocalist big band swing 50s rock,88.95,-15.54,0.0,0.0,11,0,138.3
Can't Happen Here,Rainbow,heavy metal hard rock blues-rock pop rock ballad soft rock classic rock psychedelic rock album rock power metal,156.0,-10.91,0.0,0.0,0,1,299.6
Love The Feeling - Original,Leroy Hutson,jazz funk chicago soul disco funk soul jazz quiet storm trip hop jazz samba future jazz,192.66,-13.57,0.0,0.0,5,0,170.5
La (Moonman's Flashover Mix Edit),Marc Et Claude,trip hop chill-out dream pop acid jazz electronica downtempo easy listening dark ambient electronic ethereal,136.96,-7.99,0.0,0.0,6,1,361.0
Shining,Ice,dub hip hop illbient trip hop future jazz breakcore j pop industrial hip hop jazz funk broken beat,93.94,-5.65,0.0,0.0,4,0,421.6
Number Nine (LP Version),Richard Lloyd,garage rock new wave glam rock experimental rock power pop rock psychedelic rock pop rock indie rock classic rock,159.08,-10.85,0.0,0.0,9,1,172.8
Gimme Legs,The Chap,future jazz space rock disco tech house symphonic rock glitch indietronica experimental pop new weird america british pop,120.19,-7.34,0.0,0.0,7,0,213.9
Bush,David Banner,crunk dirty south rap gangster rap rap hip hop hardcore rap southern rap southern soul bass,99.49,-3.74,0.0,0.0,6,1,183.9
Vena Cava 8,Diamanda Galas,no wave experimental rock instrumental rock dark wave experimental dark cabaret cabaret punk jazz shock rock los angeles,168.35,-51.64,0.0,0.0,11,0,191.4
Imagination,Beenie Man,dancehall reggae raga hardcore jamaica jungle music kingston soca hip hop classic,159.25,-6.17,0.0,0.0,5,0,230.2
Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,ccm southern gospel female vocalist christian gospel inspirational praise & worship urban contemporary gospel spiritual,141.04,-16.41,0.0,0.0,5,1,236.3
Between The Worlds,Be Bop Deluxe,art rock pop rock rock classic rock glam rock glam new wave protopunk blues-rock british pop,142.88,-11.29,0.0,0.0,2,0,197.8
Shoulda Did,Rated R,breakbeat dirty south rap hip hop electronic trance electro rap soul united states urban,104.99,-3.52,0.0,0.0,6,1,249.8
Magic,Black Eyed Peas / Terry Dexter,hip hop rap funk r&b pop soul los angeles alternative rap club electro,103.65,-3.57,0.0,0.0,7,0,275.0
A Night at Mahmoud's,Rolfe Kent,soundtrack chill-out smooth jazz easy listening jazz composer instrumental contemporary classical music english 00s,119.71,-30.22,0.0,0.0,7,0,112.2
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,ccm gospel funk united states r&b christian worship music soul praise & worship contemporary christian,93.77,-25.26,0.0,0.0,4,1,151.4
Sprung (Cibola Mix W/ Rap),Nu Flavor,hard house freestyle teen pop dance pop pop rap ballad downtempo soft rock hip hop california,96.06,-5.43,0.0,0.0,11,0,242.4
Le Dormeur du Val,Jacques Douai,chanson,77.64,-20.87,0.0,0.0,2,1,189.6
Searching,Buju Banton,roots reggae dancehall reggae jamaica kingston political punk roots raga spiritual,85.99,-13.14,0.0,0.0,2,1,256.8
Faith,Mystery,hard house symphonic rock gangster rap industrial rock progressive rock post-hardcore trance hip hop rap electronic,171.79,-9.05,0.0,0.0,1,1,216.7
Chanson De La Patience,Jacques Douai,chanson,103.12,-22.5,0.0,0.0,9,0,136.8
Veronica Sawyer (Album),Reel Big Fish,ska punk ska rock punk alternative punk revival third wave ska revival classic rock new wave hard rock,91.46,-4.12,0.0,0.0,2,1,205.9
Ya Mama (Palm Springs Demo),P.O.D.,alternative metal rap metal hard rock reggae heavy metal rock punk modern rock rapcore game,125.53,-5.32,0.0,0.0,1,1,188.9
La Romance De La Pluie,Maurice Chevalier,chanson latin jazz cabaret ballad jazz german pop country rock easy listening oldies soft rock,130.28,-13.38,0.0,0.0,5,1,214.5
Et kütt wie et kütt,Eko Fresh,pop rap gangster rap hip hop europop ballad rap pop rock soft rock death metal breakbeat,167.59,-5.17,0.0,0.0,1,1,234.6
Wing,Patti Smith,rock alternative chicago protopunk new york punk heavy metal oldies soundtrack new wave guitar,146.45,-12.36,0.0,0.0,2,1,293.5
Come On-a My House,Barbara Lusch,jazz latin jazz easy listening jazz vocal beat vocal ballad california oregon crooner,171.46,-10.3,0.0,0.0,9,1,214.3
Cremona (Instrumental),Vrse Murphy,dj san francisco bay area,97.02,-5.71,0.0,0.0,11,0,240.6
Secret,Eddie Turner,blues-rock electric blues blues rock guitar berlin funk contemporary blues jazz gramusels bluesrock,93.99,-6.41,0.0,0.0,0,1,254.9
Soñando En Ti,Gary Hobbs,tejano latin pop classic jazz singer latin american smooth big band seattle,104.12,-7.92,0.0,0.0,9,1,228.5
La Vie Par Procuration,Jean-Jacques Goldman,chanson pop rock europop pop ballad blues-rock soft rock new beat r&b rock,119.03,-11.33,0.0,0.0,9,0,236.1
Loaded Gun,C.C. Adcock,zydeco swamp blues blues-rock swamp rock roots rock smooth jazz soul jazz salsa louisiana blues roots reggae,116.01,-7.66,0.0,0.0,7,0,168.3
Fig Leaf Rag  (LP Version),Joshua Rifkin,ragtime easy listening jazz classical baroque chill-out american instrumental piano male,128.25,-25.04,0.0,0.0,10,1,282.1
A Night in Tunisia,Art Blakey's Jazz Messengers,bebop hard bop free jazz cool jazz jazz fusion smooth jazz blues jazz funk downtempo,144.74,-15.47,0.0,0.0,2,1,670.0
Beautiful,Paul Glazby,hard house hard trance hardstyle vocal house techno electronic trance progressive trance house acid,149.86,-8.71,0.0,0.0,9,1,541.5
Believe,Saga,hard rock symphonic rock trip hop j pop neo-progressive chill-out british pop hard house deep house visual kei,101.3,-10.65,0.0,0.0,1,0,294.7
Nothing But The Best,White Heart,ccm christian rock contemporary christian pop rock hard rock rock christian pop 80s guitar,99.37,-4.74,0.0,0.0,7,1,222.1
Au mariage des Levon-Lecu (Live),Claire Elzière,indie french pop,90.07,-11.34,0.0,0.0,5,1,153.0
San Juan,Dave Valentin,latin jazz jazz funk disco jazz acid jazz salsa funk soul jazz smooth jazz electro,125.29,-10.32,0.0,0.0,0,1,262.6
White Christmas,Martin Sexton,blue-eyed soul folk-pop folk rock singer-songwriter soundtrack blues country chill-out female vocalist folk,90.1,-12.03,0.0,0.0,3,1,144.2
E,Rea_ Chris,soft rock blues-rock pop rock country rock singer-songwriter europop disco rock ballad chill-out,131.95,-13.02,0.0,0.0,9,0,366.3
Wonderful Peace,Dino,ccm dance pop kizomba freestyle smooth jazz psychedelic trance california progressive trance easy listening disco,134.28,-22.5,0.0,0.0,8,1,207.0
Arrows Of The Gods,Elliot Goldenthal,instrumental rock flamenco tango soundtrack neoclassical sympho black metal r&b opera downtempo goa,177.47,-12.67,0.0,0.0,0,1,91.7
Conqueror Worm,Tsar,freestyle hip house techno power pop rock 'n roll breakbeat hard rock electronic house heavy metal,150.23,-2.59,0.0,0.0,9,1,220.4
Classic Material,Casual,hip hop underground rap g funk alternative rap gothic rock west coast rap rap club dance singer-songwriter chill-out,92.57,-5.02,0.0,0.0,2,1,188.1
Time Will Tell,Ice,dub hip hop illbient trip hop future jazz breakcore j pop industrial hip hop jazz funk broken beat,111.05,-5.96,0.0,0.0,5,0,285.8
Groovin' With Jimmy,Jimmy Burns,soul blues electric blues chicago blues delta blues blues-rock jazz blues contemporary jazz modern electric blues guitar,138.75,-7.46,0.0,0.0,0,1,211.7
Mate Tron,Luke Vibert,trip hop techno funk electronica intelligent dance music nu jazz glitch jungle music dubstep breakbeat,125.01,-9.8,0.0,0.0,0,1,420.2
Ladies And Gentlemen,Spiral Stairs,indie rock swedish ballad california blues matador classic rock rock vocal emotional,100.09,-22.71,0.0,0.0,3,1,65.5
Awake,The Panic Channel,post-grunge modern rock hard rock alternative rock rock heavy metal emo progressive rock united states alternative pop rock,147.97,-3.23,0.0,0.0,9,1,228.0
You do something to me,Ismael Dueñas,nu jazz,100.28,-17.5,0.0,0.0,5,0,537.3
One Million Matches,Rocker-T,dub reggae beat dancehall roots rasta dance beats vocal smooth,149.94,-7.25,0.0,0.0,1,0,321.3
When You See Me,Bad Azz,gangster rap hip hop g funk hardcore rap rap west coast rap beat underground hip hop west coast game,120.72,-5.34,0.0,0.0,5,0,237.8
Try Me One More Time,Sonny Terry & Brownie McGhee,piedmont blues harmonica blues country blues chicago blues electric blues blues delta blues blues-rock east coast blues hard bop,108.19,-18.53,0.0,0.0,10,1,182.7
Cherokee,The Galactic Heroes,twee pop bubblegum pop indie pop power pop indie rock lo-fi twee rock energetic alternative pop,187.32,-10.33,0.0,0.0,9,1,120.9
Fat Tuesday,Chris Standring,smooth jazz soul jazz fusion jazz cool jazz jazz funk chill-out jazz jazz fusion funk contemporary jazz,111.04,-9.34,0.0,0.0,0,1,256.5
Heavenly Father,FU-Schnickens,comedy rap hip hop big beat breakbeat trip hop pop rap old school hip hop deep house dancehall rap,102.74,-9.72,0.0,0.0,11,0,276.9
Plastic People (Original Mix),Anané,deep house tribal house future jazz disco electronic house downtempo latin funk electro,125.02,-5.52,0.0,0.0,11,1,409.7
Recordar Es Vivir,El Gran Silencio,cumbia vallenato ragamuffin rapcore ska rap reggae hip hop rock latin,115.0,-6.57,0.0,0.0,3,1,249.3
If We Loved,Chuck Wicks,country male vocalist country pop folk world 00s modern country male country contemporary country united states,99.12,-5.28,0.0,0.0,1,1,222.0
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,ccm christian rock contemporary christian pop rock hard rock rock christian pop 80s guitar,162.82,-11.71,0.0,0.0,5,1,273.9
Resistance,Cali,dance pop teen pop frenchcore chanson french easy listening rap hip hop french pop pop,127.79,-8.04,0.0,0.0,4,1,156.6
Hot Spot (Terrible Love Mix),Steinski,hip hop trip hop downtempo future jazz turnablism breakbeat italian disco electronic acid jazz tech house,185.32,-12.74,0.0,0.0,10,0,170.0
It All Depends On You,Jerry Lewis,rock steady roots reggae reggae dub ska hip hop comedy funny spoken word lounge,124.88,-9.87,0.0,0.0,7,1,142.7
Pasa el tiempo,Yahir,brutal death metal grindcore emo male vocalist indie rock latin pop female vocalist spanish latin pop,127.47,-8.88,0.0,0.0,9,1,285.3
Rock Biter (Album Version),Red I Flight,death core melodic metalcore melodic hardcore metalcore death metal stoner rock post-hardcore heavy metal grindcore black metal,120.62,-4.85,0.0,0.0,7,1,179.0
Sing Boy Sing,Tommy Sands,rockabilly irish folk rock 'n roll ballad celtic rock oldies folk rock pop rock soundtrack,101.32,-18.18,0.0,0.0,2,1,143.0
Irreplaceable (Irreemplazable),Beyoncé,hip hop pop rock soul adult contemporary ballad club soundtrack female rap,87.99,-4.88,0.0,0.0,10,1,230.6
Love Of My Life,The Chi-Lites,disco chicago soul ballad funk r&b jazz funk soul jazz soft rock soul roots reggae,90.1,-9.59,0.0,0.0,11,0,261.0
Broken Hearted Side Of New Orleans,Jo-El Sonnier,bluegrass zydeco americana world music cajun rockabilly blues jazz united states rock,145.22,-9.5,0.0,0.0,4,1,194.2
It's Too Late,Small Faces,rock 'n roll blues-rock british invasion british pop beat surf music freakbeat r&b glam rock pop rock,125.3,-5.07,0.0,0.0,9,1,157.5
Dial Me,Lexi,broken beat breakbeat electro country electronic urban gospel modern country praise & worship contemporary gospel,130.05,-10.26,0.0,0.0,8,1,244.0
The Traffic Jam,Stephen Marley / Damian Marley,roots reggae ragamuffin reggae dancehall chill-out hip hop dub ska world music raga,165.89,-8.48,0.0,0.0,9,1,247.2
Widow's Walk,Enter the Haggis,celtic rock folk rock irish folk jam band folk punk celtic fusion celtic bluegrass new wave alternative rock,134.82,-10.21,0.0,0.0,7,0,381.5
Shadows,DJ Harry,trip hop hard house hard trance acid jazz deep house downtempo funk disco electronica techno,181.37,-7.25,0.0,0.0,6,0,309.6
Beautiful When You're Green,Charlie Khan,cabaret vaudeville dark cabaret blues male vocalist rock folk alternative alternative folk show tunes,92.55,-3.98,0.0,0.0,6,0,208.2
Memories,George Lopez,california stand-up comedy comedy funny spoken word nepal latin club chicano united states,118.06,-16.02,0.0,0.0,7,1,153.5
Ouachita Run (Album Version),Alvin Youngblood Hart,blues-rock country blues delta blues blues chill-out california united states rock acoustic blues folk,195.22,-18.91,0.0,0.0,9,1,159.4
Rainbow '65 (part 2) - Live,Gene Chandler,chicago soul northern soul doo-wop soul r&b motown disco oldies beach music rock,175.03,-14.89,0.0,0.0,6,1,163.3
Sapphire,Bill Douglas,chamber jazz ballad downtempo neoclassical celtic spiritual jazz folk rock pop rock electronic,192.82,-16.86,0.0,0.0,5,1,274.0
The Blood Covers It All (Live),Legacy Five,country gospel southern gospel spiritual christian gospel christian music tennessee traditional gospel california group,69.17,-11.72,0.0,0.0,10,1,286.2
Ring The Alarm,Beyoncé,hip hop pop rock soul adult contemporary ballad club soundtrack female rap,113.81,-6.29,0.0,0.0,9,1,212.2
No-Satellites,She Satellites,future jazz digital hardcore downtempo breakbeat breakcore electro electronic experimental noise hardcore,185.76,-7.8,0.0,0.0,8,1,149.4
Single Man Blues,Bukka White,delta blues country blues blues blues-rock ragtime texas blues chicago blues bluegrass electric blues louisiana blues,87.56,-14.42,0.0,0.0,11,1,342.8
Weightless (Demo),Wet Wet Wet,blue-eyed soul pop rock soft rock madchester ballad adult contemporary new romantic british pop celtic grunge,105.95,-8.21,0.0,0.0,10,0,222.7
Dirty Diana,Michael Jackson,motown dance pop funk vocal pop rock urban soul ballad disco,131.32,-4.84,0.0,0.0,5,1,281.7
Call Of Da Wild,OutKast,dirty south rap funk hip hop rap southern rap alternative rap freestyle soundtrack blues jazz,177.66,-6.79,0.0,0.0,8,0,366.4
Roorasty,Saman,folk metal power metal heavy metal dance finish world rock metal middle east persian,141.21,-7.81,0.0,0.0,7,1,244.0
Mother's Day Part 1,AFS,hardcore punk british punk rock metal punk alternative punk metal americana bbc introducing party music afrobeat,120.98,-13.31,0.0,0.0,0,1,220.1
Chinz Ninja (Rui Da Silva mix),Smart Alex,progressive house tech house hard house tribal house progressive trance hard trance trance uk garage deep house europop,0.0,-10.59,0.0,0.0,1,1,543.6
I'd Like To Be,Jim Reeves,country gospel country pop classic country traditional country nashville sound ballad oldies country easy listening male vocalist,151.73,-12.74,0.0,0.0,11,1,121.7
I Want Your Soul For Christmas,Schoolyard Heroes,horror punk alternative metal shock rock opera post-hardcore gothic metal pop punk screamo hardcore punk alternative rock,131.83,-6.84,0.0,0.0,2,0,278.0
These Nest Five Years,At All Cost,post-hardcore tech metal death core math-core groove metal digital hardcore jungle music southern rock metalcore grindcore,135.91,-3.52,0.0,0.0,1,1,220.5
It's Going Down,Suicidal Tendencies,hardcore punk heavy metal alternative metal speed metal metalcore skate punk thrash metal funk metal crossover thrash rapcore,164.93,-5.93,0.0,0.0,9,1,269.8
Cha Cha Brasilia,Bert Kaempfert,easy listening latin jazz jazz ballad german pop pop rock soft rock chanson soul jazz space age pop,122.16,-8.82,0.0,0.0,0,1,154.1
It Came To Pass (Part II),Mississippi Mass Choir,gospel united states contemporary gospel choir worship music christian praise & worship traditional gospel gospel choir black gospel,115.91,-19.17,0.0,0.0,10,0,185.2
(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,instrumental pop electronic ambient modern rock symphonic rock modern classical soft rock new age abstract progressive rock,154.69,-6.89,0.0,0.0,7,1,149.9
Schmerzensschreie,ColdWorld,black metal ambient black metal sympho black metal neoclassical melodic black metal gothic metal shoegaze doom metal dark ambient heavy metal,134.83,-6.16,0.0,0.0,2,0,344.7
Dimension,Wolfmother,stoner metal alternative metal heavy metal hard rock rock metal psychedelic garage rock classic rock blues,141.77,-4.6,0.0,0.0,2,1,260.9
Function Of The Sun,The Ruby Suns,experimental rock experimental pop folktronica chamber pop freak folk calypso dream pop indietronica indie pop art rock,42.52,-9.88,0.0,0.0,0,1,70.9
Nach Ke VEkha Bhabhiyie,Malkit Singh,broken beat bhangra desi italian disco pop rap future jazz downtempo breakbeat dub dancehall,161.54,-8.21,0.0,0.0,0,1,256.6
Faroe Cave Song,John Tchicai,free jazz free improvisation jazz trip hop dub downtempo united states avant-garde electro big band,149.0,-26.7,0.0,0.0,4,1,89.9
Magic Dragon Theatre,Utopia,new beat pop rock power pop soft rock goregrind rock opera rock 'n roll art rock grindcore hardcore punk,98.53,-11.87,0.0,0.0,0,1,208.1
Running On The Rocks,Shriekback,alternative dance dance rock new wave dark wave dub disco electronic rock funk art rock,157.96,-13.34,0.0,0.0,5,1,297.9
Macarena,Los Del Rio,dance pop rumba karaoke eurodance club latin pop disco screamo classic rock death metal,206.02,-12.01,0.0,0.0,10,0,249.5
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,merengue cumbia latin pop electropop karaoke mariachi synthpop pop rock easy listening techno,120.31,-4.25,0.0,0.0,8,1,232.1
Decline Of the Western Civilization,Deathstar,straight edge death core metalcore black metal thrash metal death metal metal hardcore rock czech republic,140.2,-5.44,0.0,0.0,10,0,229.9
Let me fly,Jefferson Starship,hard rock country rock folk rock pop rock glam rock adult contemporary album rock psychedelic rock psychedelic ballad,132.61,-9.86,0.0,0.0,2,1,329.5
Hey!,Laidback Luke & Diplo,tech house progressive house electro techno hard house hardstyle dubstep electronic house deep house,126.94,-6.74,0.0,0.0,7,1,315.9
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,protopunk blues-rock punk blues art rock progressive rock hard rock classic rock blues garage rock psychedelic rock,59.68,-16.48,0.0,0.0,5,1,588.9
I Love You (LP Version),Cindy Morgan,ccm christian rock singer-songwriter gospel adult contemporary contemporary christian female vocalist christian united states alternative rock,112.25,-14.68,0.0,0.0,2,1,158.3
Dancing With Myself (BBC In Concert 01/01/81),Generation X,punk british punk rock rockabilly new wave power pop pop punk pop rock classic rock emo soundtrack,174.52,-7.46,0.0,0.0,1,0,291.6
Evening,Vanessa Daou,chill-out trip hop nu jazz downtempo jazz electronica soundtrack singer-songwriter female vocalist united states,144.97,-11.61,0.0,0.0,8,1,222.0
Civilized Reggae,Burning Spear,roots reggae dub reggae rock steady lovers rock dancehall chill-out ska goa united states,125.25,-8.01,0.0,0.0,11,0,355.2
Kesäilta Saimaalla,Teijo Joutsela and Humppa-Veikot,humppa,120.01,-12.01,0.0,0.0,8,1,159.6
Midnight,Joe Satriani,instrumental rock heavy metal hard rock rock experimental progressive guitar virtuoso jazz fusion jazz blues,83.96,-16.1,0.0,0.0,11,0,185.7
What's The Matter With The Mill,Moon Mullican,western swing honky tonk country rock classic country rockabilly bluegrass country rock folk world,182.41,-18.69,0.0,0.0,5,1,157.5
Cover To Cover,Wes King,ccm pop rock rock worship music christian house electronic contemporary christian united states contemporary worship,118.15,-7.92,0.0,0.0,7,1,233.5
Brother,Steve Vai,instrumental rock heavy metal hard rock fusion rock metal progressive guitar virtuoso instrumental funk,227.16,-7.27,0.0,0.0,5,1,304.7
Stuck On Your Love,Emilio,tejano hard trance texas country pop latin latin pop contemporary country nrg san antonio,145.34,-7.45,0.0,0.0,7,1,164.6
